Expiration Date,T_days,T,Strike,K_over_S0,Forward,K_over_F0,Option_type,Root,Contract,Market_price,IV_BDD,r_GSW,Discount_factor,IV_market,BS_reconstructed_price,BS_reconstruction_error,IV_BDD_error,IV_Heston,Residual_IV_Heston,Abs_error_IV_Heston
2022-09-28,15,0.0410677618069815,3795,0.9640027097077232,3940.786328360648,0.9630057769660162,Put,SPXW,SPXW220928P03795000,31.55,0.2766,0.0365977324873474,0.9984981419587812,0.2732381351381523,31.54999999996346,3.6539660186463146e-11,0.0033618648618476,0.27123148653096774,-0.00200664860718458,0.00200664860718458
2022-09-28,15,0.0410677618069815,3820,0.9703531886913048,3940.786328360648,0.9693496885402324,Put,SPXW,SPXW220928P03820000,37.150000000000006,0.2717,0.0365977324873474,0.9984981419587812,0.2683567056541244,37.15000000005784,5.783817869087216e-11,0.0033432943458756,0.26328655813514934,-0.0050701475189750544,0.0050701475189750544
2022-09-28,15,0.0410677618069815,3840,0.9754335718781704,3940.786328360648,0.9744248177996052,Put,SPXW,SPXW220928P03840000,42.3,0.268,0.0365977324873474,0.9984981419587812,0.2646657519458096,42.30000000000018,1.8474111129762605e-13,0.0033342480541903,0.2570776430362436,-0.007588108909566016,0.007588108909566016
2022-09-28,15,0.0410677618069815,3860,0.980513955065036,3940.786328360648,0.9794999470589782,Put,SPXW,SPXW220928P03860000,47.95,0.264,0.0365977324873474,0.9984981419587812,0.2606372018073914,47.95000000000027,2.700062395888381e-13,0.0033627981926085,0.2510559246168146,-0.009581277190576831,0.009581277190576831
2022-09-28,15,0.0410677618069815,3880,0.9855943382519012,3940.786328360648,0.9845750763183512,Put,SPXW,SPXW220928P03880000,54.2,0.2598,0.0365977324873474,0.9984981419587812,0.2564851503369281,54.19999999999982,1.8474111129762605e-13,0.0033148496630718,0.2452858733617097,-0.011199276975218386,0.011199276975218386
2022-09-28,15,0.0410677618069815,3900,0.9906747214387668,3940.786328360648,0.989650205577724,Put,SPXW,SPXW220928P03900000,61.2,0.2559,0.0365977324873474,0.9984981419587812,0.2525523672487706,61.20000000001141,1.1411316336307207e-11,0.0033476327512293,0.23984687921771095,-0.01270548803105967,0.01270548803105967
2022-09-28,15,0.0410677618069815,3920,0.9957551046256324,3940.786328360648,0.9947253348370972,Put,SPXW,SPXW220928P03920000,68.8,0.2515,0.0365977324873474,0.9984981419587812,0.2482062886567888,68.79999999999973,2.700062395888381e-13,0.0032937113432111,0.23483396759403014,-0.013372321062758652,0.013372321062758652
2022-09-28,15,0.0410677618069815,3940,1.000835487812498,3940.786328360648,0.99980046409647,Put,SPXW,SPXW220928P03940000,77.3,0.2476,0.0365977324873474,0.9984981419587812,0.2442715678392589,77.29999999999995,4.263256414560601e-14,0.003328432160741,0.23035328344721323,-0.013918284392045677,0.013918284392045677
2022-09-28,15,0.0410677618069815,3960,1.0059158709993632,3940.786328360648,1.0048755933558429,Call,SPXW,SPXW220928C03960000,67.6,0.2425,0.0365977324873474,0.9984981419587812,0.2408915464102022,67.60000000000014,1.4210854715202006e-13,0.0016084535897977,0.22651179103098318,-0.014379755379219011,0.014379755379219011
2022-09-28,15,0.0410677618069815,3980,1.0109962541862287,3940.786328360648,1.009950722615216,Call,SPXW,SPXW220928C03980000,57.7,0.2383,0.0365977324873474,0.9984981419587812,0.2367160057486886,57.70000000001551,1.5504042494285386e-11,0.0015839942513113,0.2234032938528931,-0.013312711895795498,0.013312711895795498
