Expiration Date,T_days,T,Strike,K_over_S0,Forward,K_over_F0,Option_type,Root,Contract,Market_price,IV_BDD,r_GSW,Discount_factor,IV_market,BS_reconstructed_price,BS_reconstruction_error,IV_BDD_error,IV_RH,Residual_IV,Abs_error_IV
2022-09-14,1,0.0027378507871321,3950,1.0033756794059303,3936.9814263393455,1.0033067399235254,Call,SPXW,SPXW220914C03950000,17.6,0.3281,0.0364992080783356,0.9999000756072076,0.2859716672200136,17.599999999997863,2.1387336346379016e-12,0.0421283327799864,0.25579327846025096,-0.030178388759762642,0.030178388759762642
2022-09-14,1,0.0027378507871321,3955,1.004645775202647,3936.9814263393455,1.0045767484550745,Call,SPXW,SPXW220914C03955000,15.45,0.3264,0.0364992080783356,0.9999000756072076,0.2836443763139483,15.450000000000044,4.618527782440651e-14,0.0427556236860517,0.2529691758883103,-0.030675200425637983,0.030675200425637983
2022-09-14,1,0.0027378507871321,3960,1.0059158709993632,3936.9814263393455,1.005846756986623,Call,SPXW,SPXW220914C03960000,13.45,0.3243,0.0364992080783356,0.9999000756072076,0.2810408221615121,13.450000000000273,2.7355895326763857e-13,0.0432591778384878,0.25016796641222505,-0.030872855749287054,0.030872855749287054
2022-09-14,1,0.0027378507871321,3965,1.0071859667960796,3936.9814263393455,1.007116765518172,Call,SPXW,SPXW220914C03965000,11.6,0.3217,0.0364992080783356,0.9999000756072076,0.2781468758099723,11.599999999999907,9.059419880941277e-14,0.0435531241900276,0.24739687538248994,-0.030750000427482382,0.030750000427482382
2022-09-14,1,0.0027378507871321,3970,1.008456062592796,3936.9814263393455,1.0083867740497203,Call,SPXW,SPXW220914C03970000,10.0,0.3205,0.0364992080783356,0.9999000756072076,0.2763855256079504,10.0,0.0,0.0441144743920496,0.24466390099925867,-0.03172162460869171,0.03172162460869171
2022-09-14,1,0.0027378507871321,3975,1.0097261583895123,3936.9814263393455,1.0096567825812692,Call,SPXW,SPXW220914C03975000,8.65,0.3208,0.0364992080783356,0.9999000756072076,0.27600425662037,8.649999999993838,6.162181875879469e-12,0.0447957433796299,0.24197777077027316,-0.03402648585009682,0.03402648585009682
2022-09-14,1,0.0027378507871321,3980,1.0109962541862287,3936.9814263393455,1.010926791112818,Call,SPXW,SPXW220914C03980000,7.3,0.3183,0.0364992080783356,0.9999000756072076,0.2733442731243656,7.299999999999727,2.7267077484793845e-13,0.0449557268756343,0.23934785253450072,-0.03399642058986488,0.03399642058986488
2022-09-14,1,0.0027378507871321,3985,1.0122663499829452,3936.9814263393455,1.0121967996443668,Call,SPXW,SPXW220914C03985000,6.15,0.3168,0.0364992080783356,0.9999000756072076,0.2715009371584985,6.149999999999977,2.3092638912203256e-14,0.0452990628415014,0.23678401317873982,-0.034716923979758674,0.034716923979758674
2022-09-14,1,0.0027378507871321,3990,1.0135364457796614,3936.9814263393455,1.0134668081759155,Call,SPXW,SPXW220914C03990000,5.15,0.3155,0.0364992080783356,0.9999000756072076,0.2698860673591935,5.150000000000205,2.042810365310288e-13,0.0456139326408064,0.23429642179601634,-0.035589645563177175,0.035589645563177175
2022-09-16,3,0.007472051106548,3845,0.9767036676748868,3937.4495750257634,0.9765204421633366,Put,SPX,SPX220916P03845000,9.15,0.3146,0.0365116026519631,0.9997272206500564,0.2921671571131902,9.14999999999975,2.504663143554353e-13,0.0224328428868097,0.2996890871885926,0.0075219300754024165,0.0075219300754024165
2022-09-16,3,0.007472051106548,3885,0.9868644340486176,3937.4495750257634,0.9866793024199122,Put,SPX,SPX220916P03885000,16.55,0.2966,0.0365116026519631,0.9997272206500564,0.2744661898658987,16.550000000033606,3.360511868777394e-11,0.0221338101341012,0.28282873501343525,0.008362545147536538,0.008362545147536538
2022-09-16,3,0.007472051106548,3925,0.9970252004223488,3937.4495750257634,0.9968381626764878,Put,SPX,SPX220916P03925000,29.2,0.2814,0.0365116026519631,0.9997272206500564,0.2587813690153562,29.199999999999815,1.8118839761882557e-13,0.0226186309846437,0.26547488646762946,0.0066935174522732566,0.0066935174522732566
2022-09-16,3,0.007472051106548,3965,1.0071859667960796,3937.4495750257634,1.0069970229330636,Call,SPX,SPX220916C03965000,23.2,0.2696,0.0365116026519631,0.9997272206500564,0.258951855253997,23.200000000000045,4.618527782440651e-14,0.0106481447460029,0.24814090775406542,-0.010810947499931584,0.010810947499931584
2022-09-16,3,0.007472051106548,4005,1.0173467331698105,3937.4495750257634,1.0171558831896392,Call,SPX,SPX220916C04005000,10.55,0.2612,0.0365116026519631,0.9997272206500564,0.2500172605140382,10.550000000000182,1.8118839761882557e-13,0.0111827394859617,0.23205693815014788,-0.017960322363890335,0.017960322363890335
2022-09-16,3,0.0082135523613963,3565,0.9055783030587702,3937.522946229548,0.9053915491244908,Put,SPXW,SPXW220916P03565000,0.825,0.5304,0.0365135381688637,0.9997001391096164,0.4983310003066291,0.8250000000000668,6.683542608243442e-14,0.0320689996933708,0.39811139279695773,-0.10021960750967135,0.10021960750967135
2022-09-16,3,0.0082135523613963,3620,0.9195493568226504,3937.522946229548,0.9193597216916288,Put,SPXW,SPXW220916P03620000,1.125,0.4803,0.0365135381688637,0.9997001391096164,0.4511477059089115,1.125000000000071,7.105427357601003e-14,0.0291522940910884,0.3803154716865401,-0.07083223422237139,0.07083223422237139
2022-09-16,3,0.0082135523613963,3665,0.9309802189930976,3937.522946229548,0.9307882265192872,Put,SPXW,SPXW220916P03665000,1.525,0.4407,0.0365135381688637,0.9997001391096164,0.4138591404968811,1.5249999999999346,6.52811138479592e-14,0.0268408595031188,0.36520843371785594,-0.048650706779025166,0.048650706779025166
2022-09-16,3,0.0082135523613963,3695,0.9386007937733958,3937.522946229548,0.9384072297377264,Put,SPXW,SPXW220916P03695000,1.925,0.4152,0.0365135381688637,0.9997001391096164,0.3897925435274851,1.9250000000000969,9.658940314238863e-14,0.0254074564725148,0.3548280256692096,-0.03496451785827548,0.03496451785827548
2022-09-16,3,0.0082135523613963,3725,0.946221368553694,3937.522946229548,0.9460262329561652,Put,SPXW,SPXW220916P03725000,2.55,0.3921,0.0365135381688637,0.9997001391096164,0.3680041363767695,2.549999999999983,1.6875389974302383e-14,0.0240958636232304,0.34417477416144804,-0.023829362215321448,0.023829362215321448
2022-09-16,3,0.0082135523613963,3755,0.9538419433339922,3937.522946229548,0.953645236174604,Put,SPXW,SPXW220916P03755000,3.55,0.3719,0.0365135381688637,0.9997001391096164,0.3488239559839663,3.550000000000068,6.838973831690964e-14,0.0230760440160336,0.333225458801599,-0.015598497182367332,0.015598497182367332
2022-09-16,3,0.0082135523613963,3790,0.9627326139110068,3937.522946229548,0.9625340732627828,Put,SPXW,SPXW220916P03790000,5.45,0.3508,0.0365135381688637,0.9997001391096164,0.3288182095128314,5.450000000004593,4.592770608269348e-12,0.0219817904871685,0.32004646261651126,-0.008771746896320154,0.008771746896320154
2022-09-16,3,0.0082135523613963,3815,0.9690830928945886,3937.522946229548,0.9688832426114818,Put,SPXW,SPXW220916P03815000,7.55,0.3373,0.0365135381688637,0.9997001391096164,0.3159102736694359,7.549999999999613,3.8635761256955453e-13,0.021389726330564,0.3103494001979751,-0.0055608734714608365,0.0055608734714608365
